,gid,lon,lat,인구_전체,인구_여자,인구_남자,유소년_전체,유소년_여자,유소년_남자,고령_전체,고령_여자,고령_남자,건축물수,공동주택수,단독주택수,사용승인일,cctv,보안등,security,security_encoded
3668,ㅼㅤㄱㅝㅀ692369,127.1524294,37.43119817,184.0,92.0,92.0,19.0,12.0,7.0,29.0,15.0,14.0,15.0,4.0,7.0,1995.8,1,5,6,1
3685,ㅼㅤㄱㅝㅀ700374,127.1614515,37.43573122,502.0,236.0,266.0,37.0,12.0,25.0,86.0,44.0,42.0,47.0,9.0,30.0,1991.53,0,9,9,1
3689,ㅼㅤㄱㅝㅀ698397,127.1590967,37.45645598,221.0,109.0,112.0,9.0,0.0,7.0,61.0,33.0,28.0,19.0,8.0,8.0,1989.63,0,6,6,1
3694,ㅼㅤㄱㅝㅀ688366,127.1479209,37.42848071,55.0,25.0,30.0,0.0,0.0,0.0,13.0,7.0,6.0,7.0,1.0,3.0,1997.71,0,5,5,1
3697,ㅼㅤㄱㅝㅀ677324,127.1356716,37.39058581,289.0,154.0,135.0,22.0,6.0,16.0,54.0,29.0,25.0,16.0,12.0,4.0,2002.56,0,4,4,1
3711,ㅼㅤㄱㅝㅀ647311,127.1018432,37.37875883,50.0,24.0,26.0,0.0,0.0,0.0,10.0,0.0,6.0,9.0,1.0,4.0,2000.22,0,1,1,1
3720,ㅼㅤㄱㅝㅀ682385,127.1410576,37.44558613,651.0,335.0,316.0,48.0,24.0,24.0,161.0,85.0,76.0,54.0,13.0,39.0,1990.22,0,8,8,1
3739,ㅼㅤㄱㅝㅀ635325,127.0882203,37.39133147,142.0,68.0,74.0,15.0,6.0,9.0,20.0,9.0,11.0,4.0,2.0,2.0,2010.25,0,1,1,1
3748,ㅼㅤㄱㅝㅀ688381,127.1478576,37.4420011,453.0,192.0,261.0,25.0,13.0,12.0,60.0,31.0,29.0,26.0,2.0,4.0,1991.85,0,6,6,1
3752,ㅼㅤㄱㅝㅀ625327,127.0769133,37.39309431,107.0,54.0,53.0,11.0,0.0,6.0,25.0,13.0,12.0,14.0,1.0,13.0,2011.0,1,0,1,1
3753,ㅼㅤㄱㅝㅀ670378,127.1275229,37.43923466,170.0,86.0,84.0,13.0,6.0,7.0,21.0,11.0,10.0,8.0,2.0,1.0,1994.5,1,2,3,1
3755,ㅼㅤㄱㅝㅀ669384,127.1263656,37.44463923,301.0,141.0,160.0,21.0,10.0,11.0,69.0,36.0,33.0,55.0,1.0,51.0,1991.27,0,10,10,1
3756,ㅼㅤㄱㅝㅀ671387,127.1286132,37.44735042,178.0,84.0,94.0,13.0,6.0,7.0,33.0,22.0,11.0,14.0,6.0,6.0,1998.71,0,3,3,1
3758,ㅼㅤㄱㅝㅀ685381,127.1444662,37.44199095,586.0,278.0,308.0,39.0,23.0,16.0,126.0,72.0,54.0,94.0,3.0,80.0,1988.8,1,10,11,1
3759,ㅼㅤㄱㅝㅀ674367,127.132093,37.42933388,443.0,218.0,225.0,16.0,11.0,0.0,99.0,56.0,43.0,32.0,5.0,16.0,1996.47,0,5,5,1
3760,ㅼㅤㄱㅝㅀ704387,127.1659208,37.44746176,510.0,254.0,256.0,37.0,18.0,19.0,92.0,53.0,39.0,37.0,10.0,18.0,1994.51,2,11,13,1
3774,ㅼㅤㄱㅝㅀ667380,127.1241226,37.44102663,161.0,81.0,80.0,0.0,0.0,0.0,49.0,25.0,24.0,9.0,5.0,3.0,1997.22,0,0,0,0
3776,ㅼㅤㄱㅝㅀ667296,127.1245006,37.36531222,105.0,55.0,50.0,15.0,8.0,7.0,22.0,13.0,9.0,3.0,1.0,2.0,1996.33,0,0,0,0
3779,ㅼㅤㄱㅝㅀ700380,127.1614271,37.44113938,381.0,166.0,215.0,36.0,16.0,20.0,76.0,34.0,42.0,43.0,3.0,28.0,1989.88,1,16,17,1
3787,ㅼㅤㄱㅝㅀ685376,127.1444875,37.43748416,702.0,347.0,355.0,86.0,42.0,44.0,101.0,54.0,47.0,44.0,3.0,36.0,1993.55,1,12,13,1
3789,ㅼㅤㄱㅝㅀ697403,127.1579414,37.46186085,679.0,339.0,340.0,31.0,15.0,16.0,151.0,88.0,63.0,11.0,6.0,2.0,1997.45,0,0,0,0
3796,ㅼㅤㄱㅝㅀ688374,127.1478871,37.43569159,647.0,312.0,335.0,109.0,53.0,56.0,76.0,44.0,32.0,7.0,6.0,1.0,2014.0,0,0,0,0
3802,ㅼㅤㄱㅝㅀ682372,127.1411136,37.43386847,499.0,243.0,256.0,27.0,14.0,13.0,112.0,62.0,50.0,42.0,10.0,25.0,1988.98,1,6,7,1
3803,ㅼㅤㄱㅝㅀ704395,127.1658887,37.45467263,658.0,311.0,347.0,33.0,10.0,23.0,108.0,58.0,50.0,44.0,36.0,8.0,1992.82,1,2,3,1
3821,ㅼㅤㄱㅝㅀ683386,127.1421839,37.44649091,484.0,247.0,237.0,29.0,11.0,18.0,91.0,51.0,40.0,24.0,13.0,9.0,1991.08,3,8,11,1
3822,ㅼㅤㄱㅝㅀ708403,127.1703797,37.4618962,461.0,234.0,227.0,28.0,15.0,13.0,120.0,66.0,54.0,35.0,13.0,20.0,1990.6,1,9,10,1
